structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
4849,1283,Defeat the Abyssal Sire 300 Times,Defeat the Abyssal Sire in the Abyssal Nexus 300 times,Misthalin,Combat,,4,Elite,1.2,SLAYER 85,85 Slayer
1985,1284,Complete the Elite Lumbridge & Draynor Diary,Complete all of the elite tasks in the Lumbridge & Draynor Achievement Diary,Misthalin,Achievement,All,4,Elite,14.6,,See   Lumbridge & Draynor Diary#Elite
2014,1285,Equip an Elven Signet,Equip an Elven Signet,Tirannwn,Skill,,4,Elite,8.9,HUNTER 80,80 Hunter
4854,1286,Equip a Crystal Grail,Equip a Crystal Grail,Tirannwn,Combat,,4,Elite,37.9,,
2025,1287,Equip a Full Crystal Armour Set,Equip a full set of Crystal armour,Tirannwn,Combat,All,4,Elite,61.8,DEFENCE 70,70 Defence
2035,1288,Equip a Serpentine Helm,Equip a Serpentine Helm,Tirannwn,Combat,All,4,Elite,52.9,CRAFTING 52; DEFENCE 75,"52 Crafting,  75 Defence"
2037,1289,Craft a Toxic Blowpipe,Craft a Toxic Blowpipe,Tirannwn,Combat,All,4,Elite,56.2,FLETCHING 78; RANGED 75,"78 Fletching,  75 Ranged"
2039,1290,Craft a Toxic Trident,Craft a Toxic Trident,Tirannwn,Combat,All,4,Elite,45.1,CRAFTING 59,59 Crafting The uncharged toxic trident drop can be dismantled and re-crafted to complete the task
4864,1291,Complete the Corrupted Gauntlet 50 Times,Complete the Corrupted Gauntlet in Prifddinas 50 times,Tirannwn,Minigame,All,4,Elite,58.1,,
4865,1292,Complete the Corrupted Gauntlet 150 Times,Complete the Corrupted Gauntlet in Prifddinas 150 times,Tirannwn,Minigame,All,4,Elite,9.9,,
5952,1293,Defeat Zalcano 100 Times,Defeat Zalcano in Prifddinas 100 times,Tirannwn,Combat,All,4,Elite,9.7,,
4869,1294,Defeat Zulrah 150 Times,Defeat Zulrah at the Poison Waste 150 times,Tirannwn,Combat,All,4,Elite,40.1,,
2061,1295,Equip a Piece of the Dragonstone Armour Set,Equip any piece of the Dragonstone armour set,Tirannwn,Other,All,4,Elite,5.8,DEFENCE 40,40 Defence
2088,1296,Equip a Dragonfire Ward,Equip a Dragonfire Ward,Fremennik Province,Combat,All,4,Elite,4.8,DEFENCE 70; RANGED 70,"70 Defence,  70 Ranged"
2093,1297,Equip a Dragonbone Necklace,Equip a Dragonbone Necklace,Fremennik Province,Combat,All,4,Elite,21.7,PRAYER 70,70 Prayer
2102,1298,Equip Every Dagannoth King Ring,"Equip an Archer's Ring, a Berserker Ring, a Seer's Ring and a Warrior Ring",Fremennik Province,Combat,All,4,Elite,54.1,,
2105,1299,Equip a Neitiznot Faceguard,Equip a Neitiznot Faceguard,Fremennik Province,Combat,All,4,Elite,24,DEFENCE 70; SLAYER 60,"70 Defence,  60 Slayer Completion of   The Fremennik Exiles"
4877,1300,Defeat Vorkath 5 Times Without Special Damage,Defeat Vorkath on Ungael 5 times in a row without taking any damage from his special attacks and without leaving his area Failing this task requires you to leave the instance to try again,Fremennik Province,Combat,All,4,Elite,23.2,,
2110,1301,Defeat Vorkath 15 Times Without Leaving,Defeat Vorkath on Ungael 15 times without leaving his area,Fremennik Province,Combat,All,4,Elite,44.9,,
4880,1302,Defeat Vorkath 300 Times,Defeat Vorkath on Ungael 300 times,Fremennik Province,Combat,All,4,Elite,4.6,,
2118,1303,Defeat Each Dagannoth King 300 Times,Defeat all three of the Dagannoth Kings in the Waterbirth Island Dungeon 300 times,Fremennik Province,Combat,All,4,Elite,2.9,,
2131,1304,Complete the Elite Fremennik Diary,Complete all of the elite tasks in the Fremennik Achievement Diary,Fremennik Province,Achievement,All,4,Elite,22.6,,See   Fremennik Diary#Elite
2135,1305,Equip a Completed God Book,Equip a completed God Book,Fremennik Province,Minigame,All,4,Elite,18.6,,
2158,1306,Equip a Fire Cape,Equip a Fire Cape,Karamja,Combat,All,4,Elite,64.6,,Completion of   TzHaar Fight Cave
2168,1307,Sacrifice a Fire Cape to Access the Inferno,Sacrifice a Fire Cape to access the Inferno in Mor Ul Rek,Karamja,Minigame,All,4,Elite,41.3,,Completion of   TzHaar Fight Cave
2172,1308,Complete the Fight Caves 5 Times,Complete the TzHaar Fight Cave in Mor Ul Rek 5 times,Karamja,Minigame,All,4,Elite,7.7,,
4902,1309,Complete the Fight Caves 10 Times,Complete the TzHaar Fight Cave in Mor Ul Rek 10 times,Karamja,Minigame,All,4,Elite,2,,
2175,1310,Complete the Inferno 5 Times,Complete the Inferno in Mor Ul Rek 5 times,Karamja,Minigame,All,4,Elite,1.5,,
2176,1311,Complete the Inferno 10 Times,Complete the Inferno in Mor Ul Rek 10 times,Karamja,Minigame,All,4,Elite,0.3,,
2182,1312,Complete the Elite Karamja Diary,Complete all of the elite tasks in the Karamja Achievement Diary,Karamja,Achievement,All,4,Elite,11.4,,See   Karamja Diary#Elite
2186,1313,Purchase an Onyx in Mor Ul Rek,Purchase an Onyx from an Ore and Gem Store in Mor Ul Rek,Karamja,Other,All,4,Elite,61.7,,
5139,1314,Complete the Ardougne Agility Course,Complete a lap of the Ardougne Rooftop Agility Course,Kandarin,Skill,,4,Elite,10.5,AGILITY 90,90 Agility
5140,1315,Catch 150 Red Chinchompas in Kandarin,Catch 150 Red Chinchompas in Kandarin,Kandarin,Skill,,4,Elite,35.1,HUNTER 63,63 Hunter
2205,1316,Equip a Thammaron's Sceptre,Equip a Thammaron's Sceptre,Wilderness,Combat,All,4,Elite,56.6,MAGIC 60,60 Magic
5143,1317,Check a grown Dragonfruit Tree in Catherby,Check the health of a Dragonfruit Tree you've grown in Catherby,Kandarin,Skill,,4,Elite,9.6,FARMING 81,81 Farming
2218,1318,Equip Some Zenyte Jewelry,Equip any piece of Zenyte Jewelry,Kandarin,Combat,All,4,Elite,20.7,CRAFTING 89,89 Crafting
2220,1319,Equip a Heavy Ballista,Equip a Heavy Ballista,Kandarin,Combat,All,4,Elite,4.9,FLETCHING 72; RANGED 75,"75 Ranged,  72 Fletching"
2223,1320,Equip a Fighter Torso,Equip a Fighter Torso,Kandarin,Combat,All,4,Elite,3.9,DEFENCE 40,40 Defence
2224,1321,Equip an Abyssal Tentacle,Equip an Abyssal Tentacle,Kandarin,Combat,All,4,Elite,21,ATTACK 75; MAGIC 50; SLAYER 87,"50 Magic,  75 Attack,  87 Slayer"
2231,1322,Equip an Occult Necklace,Equip an Occult Necklace,Kandarin,Combat,All,4,Elite,24.5,MAGIC 70; SLAYER 93,"70 Magic,  93 Slayer"
2235,1323,Use the Piety Prayer,Use the Piety prayer,Kandarin,Combat,All,4,Elite,46.1,DEFENCE 70; PRAYER 70,"70 Prayer,  70 Defence Completion of   Knight Waves or Grimoire relic"
5147,1324,Defeat the Kraken Boss 300 Times,Defeat the Kraken boss in Kraken Cove 300 times,Kandarin,Combat,All,4,Elite,7.7,SLAYER 87,87 Slayer
2239,1325,Defeat 300 Demonic Gorillas,Defeat 300 Demonic Gorillas in the Crash Site Cavern,Kandarin,Combat,All,4,Elite,5.9,,
5149,1326,Defeat 500 Demonic Gorillas,Defeat 500 Demonic Gorillas in the Crash Site Cavern,Kandarin,Combat,All,4,Elite,3.1,,
2247,1327,Reach Level 5 in Any Barbarian Assault Role,Reach level 5 in any Barbarian Assault Role,Kandarin,Minigame,All,4,Elite,4.9,,
2264,1328,Equip a Maniacal Monkey Backpack,Equip a Maniacal Monkey Backpack,Kandarin,Skill,,4,Elite,1.8,AGILITY 48,48 Agility
2270,1329,Complete the Elite Kandarin Diary,Complete all of the elite tasks in the Kandarin Achievement Diary,Kandarin,Achievement,All,4,Elite,2,,See   Kandarin Diary#Elite
2274,1330,Complete the Elite Western Provinces Diary,Complete all of the elite tasks in the Western Provinces Achievement Diary,Global,Achievement,All,4,Elite,,,See   Western Provinces Diary#Elite Requires &
2275,1331,Equip an Infernal Tool,"Equip either an Infernal Axe, an Infernal Pickaxe or an Infernal Harpoon",Global,Skill,All,4,Elite,4.7,ATTACK 60; COOKING 85; FIREMAKING 85; FISHING 75; MINING 61; SLAYER 91; SMITHING 85; WOODCUTTING 61,"60 Attack, and one pair of  61 Woodcutting and  85 Firemaking,  75 Fishing and  85 Cooking, or  61 Mining and  85 Smithing A smouldering stone, most likely from Cerberus (requires  91 Slayer and Asgarnia), alternatively, an extremely rare drop from a Hellhound in Asgarnia,Kandarin, Wilderness, or Kourend"
2277,1332,Equip a Full Graceful Outfit,Equip a full set of Graceful gear,Asgarnia,Skill,,4,Elite,16.5,,
2292,1333,Equip a Staff of the Dead,Equip a Staff of the Dead,Asgarnia,Combat,All,4,Elite,33.4,ATTACK 75; HITPOINTS 70; MAGIC 75,"75 Attack,  75 Magic,  70 Hitpoints"
2297,1334,Equip a Zamorakian Spear,Equip a Zamorakian Spear,Asgarnia,Combat,All,4,Elite,51.1,ATTACK 70; HITPOINTS 70,"70 Attack,  70 Hitpoints"
2298,1335,Equip a Piece of the Armadyl Armour Set,Equip any piece of the Armadyl Armour set,Asgarnia,Combat,All,4,Elite,48.8,DEFENCE 70; RANGED 70,"70 Ranged,  70 Defence"
2299,1336,Equip a Full Armadyl Armour Set,Equip a full set of Armadyl Armour,Asgarnia,Combat,All,4,Elite,33.5,DEFENCE 70; RANGED 70,"70 Ranged,  70 Defence"
2303,1337,Equip a Piece of the Bandos Armour Set,Equip any piece of the Bandos Armour set,Asgarnia,Combat,All,4,Elite,64.2,DEFENCE 65; STRENGTH 70,"70 Strength,  65 Defence"
2304,1338,Equip a Full Bandos Armour Set,Equip a full set of Bandos Armour,Asgarnia,Combat,All,4,Elite,44.1,DEFENCE 65; STRENGTH 70,"70 Strength,  65 Defence"
2306,1339,Equip an Armadyl Crossbow,Equip an Armadyl Crossbow,Asgarnia,Combat,All,4,Elite,52.9,AGILITY 70; RANGED 70,"70 Ranged,  70 Agility"
2307,1340,"Equip Some Primordial, Pegasian or Eternal Boots","Equip either some Primordial Boots, some Pegasian Boots or some Eternal Boots",Asgarnia,Combat,All,4,Elite,46.6,ATTACK 75; DEFENCE 75; MAGIC 75; RANGED 75; RUNECRAFT 60; SLAYER 91,"91 Slayer,  75 Defence,  60 Magic,  60 Runecraft, and one of  75 Attack,  75 Ranged or  75 Magic"
2310,1341,Equip a Godsword,Equip any Godsword,Asgarnia,Combat,All,4,Elite,44,AGILITY 70; ATTACK 75; HITPOINTS 70; RANGED 70; SMITHING 80; STRENGTH 70,"75 Attack,  80 Smithing, one of  70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
2319,1342,Defeat Any God Wars Dungeon Boss 500 Times,Defeat any one of the God Wars Dungeon bosses 500 times,Asgarnia,Combat,All,4,Elite,4,AGILITY 70; HITPOINTS 70; RANGED 70; STRENGTH 70,"70 Hitpoints,  70 Agility,  70 Ranged, or  70 Strength"
2326,1343,Complete the Elite Falador Diary,Complete all of the elite tasks in the Falador Achievement Diary,Asgarnia,Achievement,All,4,Elite,13.8,,See   Falador Diary#Elite
5175,1344,Turn in 50 Summer Sq'irkjuices to Osman,Turn in 50 Summer Sq'irkjuices to Osman in Al Kharid,Kharidian Desert,Minigame,,4,Elite,6.3,THIEVING 65,65 Thieving
2375,1345,Equip a Dragon Chainbody in the Kharidian Desert,Equip a Dragon Chainbody in the Kharidian Desert,Kharidian Desert,Combat,All,4,Elite,68.2,DEFENCE 60,60 Defence
2380,1346,Cast Ice Barrage,Cast the Ice Barrage spell,Kharidian Desert,Combat,Support,4,Elite,75,MAGIC 94,94 Magic
2389,1347,Complete the Elite Desert Diary,Complete all of the elite tasks in the Desert Achievement Diary,Kharidian Desert,Achievement,All,4,Elite,19.3,,See   Desert Diary#Elite
2392,1348,Equip a Piece of the Infinity Robe Set,Equip any piece of the Infinity robe set,Kharidian Desert,Combat,Support,4,Elite,35,DEFENCE 25; MAGIC 50,"50 Magic,  25 Defence Eternal boots from Asgarnia may be used as a substitute for infinity boots"
5186,1349,Floor 5 of the Hallowed Sepulchre,Complete floor 5 of the Hallowed Sepulchre in Darkmeyer,Morytania,Minigame,,4,Elite,8.6,AGILITY 92,92 Agility Completion of   Sins of the Father
5188,1350,Complete the Hallowed Sepulchre in 6:30,Complete the Hallowed Sepulchre in Darkmeyer in 6:30 or less,Morytania,Minigame,,4,Elite,2.5,AGILITY 92,92 Agility Completion of   Sins of the Father
2414,1351,Equip a Ring of Endurance,Equip a Ring of Endurance,Morytania,Skill,,4,Elite,1.7,AGILITY 92,92 Agility Completion of   Sins of the Father
5190,1352,Equip Viggora's Chainmace,Equip Viggora's Chainmace,Wilderness,Combat,Combat,4,Elite,58.4,ATTACK 60,60 Attack
2442,1353,Equip an Inquisitor's Mace,Equip an Inquisitor's Mace,Morytania,Combat,All,4,Elite,2.7,ATTACK 80,80 Attack
2444,1354,Equip a Piece of the Inquisitor's Set,Equip any piece of the Inquisitor's Armour set,Morytania,Combat,All,4,Elite,7.9,DEFENCE 30; STRENGTH 70,"70 Strength,  30 Defence"
2450,1355,Equip a Sanguinesti Staff,Equip a Sanguinesti Staff,Morytania,Combat,Support,4,Elite,30.6,MAGIC 82,82 Magic
2452,1356,Equip a Piece of the Justiciar Set,Equip any piece of the Justiciar Armour set,Morytania,Combat,Unlocked,4,Elite,40.1,DEFENCE 75,75 Defence
2454,1357,Equip a Ghrazi Rapier,Equip a Ghrazi Rapier,Morytania,Combat,Combat,4,Elite,30.2,ATTACK 80,80 Attack
2080,1358,Complete the Theatre of Blood 25 Times,Complete the Theatre of Blood on Normal or Hard Mode 25 times,Morytania,Combat,All,4,Elite,21,,"Gives 4 Sage's Renown, despite that system only appearing in the Shattered Relics League and has no effect here."
3888,1359,Complete the Theatre of Blood 50 Times,Complete the Theatre of Blood on Normal or Hard Mode 50 times,Morytania,Combat,All,4,Elite,6.8,,
2089,1360,Complete the Theatre of Blood 100 Times,Complete the Theatre of Blood on Normal or Hard Mode 100 times,Morytania,Combat,All,4,Elite,0.7,,
2468,1361,Complete the Elite Morytania Diary,Complete all of the elite tasks in the Morytania Achievement Diary,Morytania,Achievement,All,4,Elite,16.1,,See   Morytania Diary#Elite
2487,1362,Cook a Dark Crab,Cook a Dark Crab,Wilderness,Skill,,4,Elite,61.8,COOKING 90; FISHING 85,"90 Cooking,  85 Fishing"
2488,1363,Make an Extended Antifire Potion,Make an Extended Antifire Potion,Wilderness,Skill,,4,Elite,21.9,HERBLORE 84,84 Herblore
2493,1364,Equip 500 Black Chinchompas,Equip a stack of at least 500 Black Chinchompas,Wilderness,Skill,,4,Elite,41.1,HUNTER 73; RANGED 65,"73 Hunter,  65 Ranged"
2499,1365,Mine Some Runite Ore in the Wilderness,Mine some Runite Ore in the Wilderness,Wilderness,Skill,,4,Elite,29.5,MINING 85,85 Mining
2503,1366,Equip a Treasonous Ring,Equip a Treasonous Ring,Wilderness,Combat,All,4,Elite,35.7,,
2507,1367,Equip a Tyrannical Ring,Equip a Tyrannical Ring,Wilderness,Combat,All,4,Elite,37.1,,
2511,1368,Equip a Ring of the Gods,Equip a Ring of the Gods,Wilderness,Combat,All,4,Elite,31.6,,
5208,1369,Defeat the Corporeal Beast 150 Times,Defeat the Corporeal Beast in the Wilderness 150 times,Wilderness,Combat,All,4,Elite,4.2,,
2520,1370,Defeat the Corporeal Beast 250 Times,Defeat the Corporeal Beast in the Wilderness 250 times,Wilderness,Combat,All,4,Elite,2.4,,
2524,1371,Equip a Blessed Spirit Shield,Equip a Blessed Spirit Shield,Wilderness,Combat,All,4,Elite,7.6,DEFENCE 70; PRAYER 85,"70 Defence,  85 Prayer"
2529,1372,Equip a Malediction Ward,Equip a Malediction Ward,Wilderness,Combat,All,4,Elite,33.2,DEFENCE 60,60 Defence
2530,1373,Equip an Odium Ward,Equip an Odium Ward,Wilderness,Combat,All,4,Elite,33.1,DEFENCE 60,60 Defence
5209,1374,Equip Craw's Bow,Equip Craw's Bow,Wilderness,Combat,Artisan,4,Elite,57.1,RANGED 60,60 Ranged
2544,1375,Complete the Elite Wilderness Diary,Complete all of the elite tasks in the Wilderness Achievement Diary,Wilderness,Achievement,All,4,Elite,16.6,,See   Wilderness Diary#Elite
2555,1376,Equip a Piece of the Dagon'Hai Set,Equip any piece of the Dagon'hai robe set,Wilderness,Combat,Support,4,Elite,66.7,DEFENCE 40; MAGIC 70,"70 Magic,  40 Defence"
2556,1377,Equip a Full Dagon'Hai Set,Equip a full set of Dagon'hai robes,Wilderness,Combat,Support,4,Elite,27.2,DEFENCE 40; MAGIC 70,"70 Magic,  40 Defence"
2557,1378,Craft a Ghorrock Teleport Tablet,Craft a Ghorrock Teleport Tablet,Kharidian Desert,Skill,Support,4,Elite,35.8,MAGIC 96,96 Magic
2565,1379,Complete the Elite Varrock Diary,Complete all of the elite tasks in the Varrock Achievement Diary,Misthalin,Achievement,All,4,Elite,12.4,,See   Varrock Diary#Elite
2566,1380,"Smith 1,000 Rune Dart Tips","Use an Anvil to smith 1,000 Rune Dart Tips",Kharidian Desert,Skill,,4,Elite,34.1,SMITHING 89,89 Smithing
2567,1381,Obtain a Zalcano Shard,Obtain a Zalcano Shard as a drop from Zalcano in Prifddinas,Tirannwn,Skill,All,4,Elite,6.1,,
2571,1382,Complete the Elite Ardougne Diary,Complete all of the elite tasks in the Ardougne Achievement Diary,Kandarin,Achievement,All,4,Elite,5.8,,See   Ardougne Diary#Elite
3782,1383,Equip a Dragon Hunter Crossbow,Equip a Dragon Hunter Crossbow,Kourend & Kebos,Combat,All,4,Elite,16,RANGED 70,70 Ranged
3783,1384,Equip a Twisted Buckler,Equip a Twisted Buckler,Kourend & Kebos,Combat,All,4,Elite,15.8,DEFENCE 75; RANGED 75,"75 Ranged,  75 Defence"
5213,1385,Equip Dinh's Bulwark,Equip Dinh's Bulwark,Kourend & Kebos,Combat,All,4,Elite,13.3,ATTACK 75; DEFENCE 75,"75 Attack,  75 Defence"
3786,1386,Equip any Ancestral piece,"Equip either an Ancestral Hat, an Ancestral robe top or an Ancestral robe bottom",Kourend & Kebos,Combat,All,4,Elite,23.3,DEFENCE 65; MAGIC 75,"75 Magic,  65 Defence"
3788,1387,Equip a pair of Dragon Claws,Equip a pair of Dragon Claws,Kourend & Kebos,Combat,All,4,Elite,13.6,ATTACK 60,60 Attack
5214,1388,Recolour a piece of the Ancestral Robes,Recolour a piece of the Ancestral robes using a Twisted ancestral colour kit,Kourend & Kebos,Combat,All,4,Elite,19,,Completion of   Chambers of Xeric/Challenge Mode
3792,1389,Equip a Bonecrusher necklace,Equip a Bonecrusher necklace,Kourend & Kebos,Combat,All,4,Elite,15.8,PRAYER 70; SLAYER 95,"95 Slayer,  70 Prayer"
5222,1390,Defeat The Nightmare 50 times,Defeat The Nightmare or Phosani's Nightmare 50 times combined,Morytania,Combat,All,4,Elite,6.7,,
5223,1391,Defeat The Nightmare 150 times,Defeat The Nightmare or Phosani's Nightmare 150 times combined,Morytania,Combat,All,4,Elite,1.1,,
5265,1392,50 Combat Achievements,Complete 50 Combat Achievements,Global,Achievement,All,4,Elite,49.3,,
5266,1393,100 Combat Achievements,Complete 100 Combat Achievements,Global,Achievement,All,4,Elite,25.7,,
5267,1394,150 Combat Achievements,Complete 150 Combat Achievements,Global,Achievement,All,4,Elite,9.6,,
5268,1395,200 Combat Achievements,Complete 200 Combat Achievements,Global,Achievement,All,4,Elite,3.5,,
5269,1396,250 Combat Achievements,Complete 250 Combat Achievements,Global,Achievement,All,4,Elite,0.8,,
5274,1397,Combat Achievements Medium Tier,Obtain enough points to unlock the medium tier of combat achievements,Global,Achievement,All,4,Elite,50,,
5275,1398,Combat Achievements Hard Tier,Obtain enough points to unlock the hard tier of combat achievements,Global,Achievement,All,4,Elite,24,,
5278,1399,Attach a Sanguine ornament kit to the Scythe,Attach a Sanguine ornament kit to the Scythe of Vitur,Morytania,Combat,All,4,Elite,13.9,,Completion of   Theatre of Blood/Hard Mode
3876,1400,Attach a Holy ornament kit to the Scythe of Vitur,Attach a Holy ornament kit to the Scythe of Vitur,Morytania,Combat,All,4,Elite,14.9,,Completion of   Theatre of Blood/Hard Mode
3881,1401,Equip a Full set of Golden Prospector,"Equip a Golden prospector helmet, a Golden prospector jacket, some Golden prospector legs and Golden prospector boots",Asgarnia,Skill,All,4,Elite,23.5,MINING 30,30 Mining
4909,1402,Defeat Nex 300 Times,Defeat Nex in the God Wars Dungeon 300 times,Asgarnia,Combat,All,4,Elite,2.6,,Completion of   The Frozen Door
3909,1403,Equip a Piece of Torva Armour,"Equip either a Torva full helm, a Torva platebody or some Torva platelegs",Asgarnia,Combat,All,4,Elite,18.5,AGILITY 70; DEFENCE 80; HITPOINTS 70; RANGED 70; SMITHING 90; STRENGTH 70,"80 Defence,  90 Smithing,  70 Agility,  70 Hitpoints,  70 Ranged,  70 Strength Completion of   The Frozen Door"
3912,1404,Equip a Zaryte Crossbow,Obtain and equip a Zaryte Crossbow,Asgarnia,Combat,All,4,Elite,14.7,AGILITY 70; HITPOINTS 70; RANGED 80; STRENGTH 70,"80 Ranged,  70 Agility,  70 Hitpoints,  70 Strength Completion of   The Frozen Door"
4913,1405,Defeat Vardorvis 300 times,Defeat Vardorvis 300 times,Varlamore,Combat,All,4,Elite,15.6,,
4914,1406,Defeat Awakened Vardorvis,Defeat Awakened Vardorvis,Varlamore,Combat,All,4,Elite,19.4,,
4918,1407,Defeat Whisperer 300 times,Defeat Whisperer 300 times,Asgarnia,Combat,All,4,Elite,0.1,,
4919,1408,Defeat Awakened Whisperer,Defeat Awakened Whisperer,Asgarnia,Combat,All,4,Elite,1,,
4923,1409,Defeat Leviathan 300 times,Defeat Leviathan 300 times,Kharidian Desert,Combat,All,4,Elite,4.1,,
4924,1410,Defeat Awakened Leviathan,Defeat Awakened Leviathan,Kharidian Desert,Combat,All,4,Elite,4.3,,
4928,1411,Defeat Duke Sucellus 300 times,Defeat Duke Sucellus 300 times,Fremennik Province,Combat,All,4,Elite,4.1,,
4929,1412,Defeat Awakened Duke Sucellus,Defeat Awakened Duke Sucellus,Fremennik Province,Combat,All,4,Elite,14.2,,
4931,1413,Complete Tombs of Amascut 50 times,Complete Tombs of Amascut on normal or Expert 50 times,Kharidian Desert,Combat,All,4,Elite,4.6,,Completion of   Beneath Cursed Sands
5944,1414,Complete Tombs of Amascut 100 times,Complete Tombs of Amascut on normal or Expert 100 times,Kharidian Desert,Combat,All,4,Elite,0.3,,Completion of   Beneath Cursed Sands
4940,1415,Defeat Phantom Muspah 300 times,Defeat Phantom Muspah 300 times,Fremennik Province,Combat,All,4,Elite,0.8,,
4944,1416,Complete Tzhaar-Ket-Rak's fourth challenge,Complete Tzhaar-Ket-Rak's fourth challenge,Karamja,Minigame,All,4,Elite,18.4,,Completion of   TzHaar Fight Cave
4945,1417,Complete Tzhaar-Ket-Rak's fifth challenge,Complete Tzhaar-Ket-Rak's fifth challenge,Karamja,Minigame,All,4,Elite,14.5,,Completion of   TzHaar Fight Cave
4946,1418,Complete Tzhaar-Ket-Rak's sixth challenge,Complete Tzhaar-Ket-Rak's sixth challenge,Karamja,Minigame,All,4,Elite,10.9,,Completion of   TzHaar Fight Cave
4965,1419,Hit 150 with the Keris Partisan,Hit 150 damage or more with the Keris Partisan,Kharidian Desert,Combat,Combat,4,Elite,4.9,ATTACK 65,65 Attack Completion of   Beneath Cursed Sands
4966,1420,Equip the Venator Ring,Obtain and Equip the Venator Ring,Kharidian Desert,Combat,All,4,Elite,9.1,,
4967,1421,Equip the Bellator Ring,Obtain and Equip the Bellator Ring,Asgarnia,Combat,All,4,Elite,1.1,,
4968,1422,Equip the Ultor Ring,Obtain and Equip the Ultor Ring,Varlamore,Combat,All,4,Elite,24.6,,
4969,1423,Equip the Magus Ring,Obtain and Equip the Magus Ring,Fremennik Province,Combat,All,4,Elite,8.5,,
4972,1424,Equip the Elidinis Ward,Obtain and Equip the Elidinis Ward,Kharidian Desert,Combat,Support,4,Elite,35.7,DEFENCE 80; MAGIC 80; PRAYER 80,"80 Magic,  80 Defence,  80 Prayer Completion of   Beneath Cursed Sands"
4974,1425,Equip a Piece of Masori Armour,"Equip either a Masori Mask, a Masori Body or some Masori chaps",Kharidian Desert,Combat,Artisan,4,Elite,45.2,DEFENCE 30; RANGED 80,"80 Ranged,  30 Defence Completion of   Beneath Cursed Sands"
4976,1426,Equip Osmumten's Fang,Obtain and Equip Osmumten's Fang,Kharidian Desert,Combat,Combat,4,Elite,44.3,ATTACK 82,82 Attack Completion of   Beneath Cursed Sands
4986,1427,Equip a full set of Raiment of the eye,"Equip a full set of the Raiment of the Eye outfit, purchased from the Guardians of the Rift minigame",Kharidian Desert,Skill,,4,Elite,24.9,RUNECRAFT 27,"27 Runecraft 1,350 abyssal pearls"
4988,1428,Equip the Venator Bow,Obtain and Equip the Venator Bow,Fremennik Province,Combat,Artisan,4,Elite,20.9,RANGED 80,80 Ranged
4997,1429,Equip a full set of the Carpenters Outfit,"Equip a full set of the Carpenter outfit, purchased from the Mahogany Homes minigame",Asgarnia,Minigame,,4,Elite,11,,
5000,1430,Equip the Voidwaker,Obtain and Equip the Voidwaker,Wilderness,Combat,Combat,4,Elite,28.6,ATTACK 75,75 Attack
5001,1431,Equip the Webweaver,Obtain and Equip the Webweaver,Wilderness,Combat,Artisan,4,Elite,41.2,RANGED 70,70 Ranged
5002,1432,Equip the Accursed Sceptre,Obtain and Equip the Accursed Sceptre,Wilderness,Combat,Support,4,Elite,37.4,MAGIC 70,70 Magic
5003,1433,Equip the Ursine Chainmace,Obtain and Equip the Ursine Chainmace,Wilderness,Combat,Combat,4,Elite,41.4,ATTACK 70,70 Attack
5004,1434,Equip the Soulreaper Axe,Obtain and Equip the Soulreaper Axe,Global,Combat,Combat,4,Elite,2.8,ATTACK 80; STRENGTH 80,"80 Attack,  80 Strength Access to a Desert Treasure II boss, requiring Asgarnia, Desert, Fremennik, or Varlamore."
5042,1435,Equip full Elder chaos robe,"Equip the Elder Chaos Hood, Robe, and top",Wilderness,Combat,All,4,Elite,22.8,MAGIC 40,40 Magic
5085,1436,Make 50 Forgotten Brews,Make 50 Forgotten Brews,Fremennik Province,Skill,,4,Elite,3.8,HERBLORE 91,91 Herblore Ancient brews used must be at least 3 doses
5092,1437,Build a Spirit tree & fairy ring,Build a Spirit tree & fairy ring in your Player Owned House,Global,Skill,,4,Elite,10.8,CONSTRUCTION 95; FARMING 83,"95 Construction,  83 Farming"
5095,1438,Cook 100 Anglerfish,Cook 100 Anglerfish,Kourend & Kebos,Skill,,4,Elite,63.9,COOKING 84; FISHING 82,"84 Cooking Either  82 Fishing, or killing Skotizo a bunch for raw anglerfish drops"
5110,1439,Fletch 100 Dragon Javelins,Fletch 100 Dragon Javelins,Global,Skill,,4,Elite,9.5,FLETCHING 92,"92 Fletching Access to a Desert Treasure II boss, requiring Asgarnia, Desert, Fremennik, or Varlamore, or access to Scorpia, requiring Wilderness. Alternatively, Monkey Madness II completion, requiring Kandarin"
5111,1440,Fletch 200 Dragon Darts,Fletch 200 Dragon Darts,Kharidian Desert,Skill,,4,Elite,24.9,FLETCHING 95,95 Fletching
5122,1441,Chop 500 Redwood logs,Chop 500 Redwood logs from a Redwood Tree,Kourend & Kebos,Skill,,4,Elite,23.7,WOODCUTTING 90,90 Woodcutting
5123,1442,Catch 300 Red Chinchompas in Tirannwn,Catch 300 Red Chinchompas in Tirannwn,Tirannwn,Skill,,4,Elite,59.3,HUNTER 63,63 Hunter
5125,1443,Mine 200 Runite Ore in Tirannwn,Mine 200 Runite Ore in Tirannwn,Tirannwn,Skill,,4,Elite,23.9,MINING 85,85 Mining
5126,1444,Create 100 Divine Super Combat Potions,Create 100 Divine Super Combat Potions,Tirannwn,Skill,,4,Elite,19.3,HERBLORE 97,97 Herblore (only requires 50 potions to complete)
